dataset,track_id,n_beats,mean_ibi,std_ibi,cv
Beatles,01_Please_Please_Me_12_A_Taste_Of_Honey,198,0.607,0.1162,0.1914
Beatles,01_Please_Please_Me_13_Theres_A_Place,253,0.4239,0.0103,0.0244
Beatles,01_Please_Please_Me_14_Twist_And_Shout,307,0.4788,0.0136,0.0284
Beatles,02_With_the_Beatles_01_It_Wont_Be_Long,276,0.4613,0.0926,0.2008
Beatles,02_With_the_Beatles_02_All_Ive_Got_To_Do,237,0.5023,0.0125,0.0249
Beatles,02_With_the_Beatles_03_All_My_Loving,317,0.3857,0.0071,0.0184
Beatles,02_With_the_Beatles_04_Dont_Bother_Me,409,0.3509,0.0074,0.0211
Beatles,02_With_the_Beatles_05_Little_Child,261,0.3957,0.008,0.0201
Beatles,02_With_the_Beatles_06_Till_There_Was_You,263,0.4894,0.0124,0.0254
Beatles,02_With_the_Beatles_07_Please_Mister_Postman,305,0.4888,0.0078,0.016
Beatles,02_With_the_Beatles_08_Roll_Over_Beethoven,429,0.3708,0.0107,0.0288
Beatles,02_With_the_Beatles_09_Hold_Me_Tight,329,0.4426,0.0166,0.0375
Beatles,02_With_the_Beatles_10_You_Really_Got_A_Hold_On_Me,225,0.7806,0.027,0.0346
Beatles,02_With_the_Beatles_11_I_Wanna_Be_Your_Man,185,0.6045,0.0182,0.0301
Beatles,02_With_the_Beatles_12_Devil_In_Her_Heart,283,0.496,0.0087,0.0175
Beatles,02_With_the_Beatles_13_Not_A_Second_Time,257,0.4783,0.009,0.0189
Beatles,02_With_the_Beatles_14_Money,350,0.4657,0.0236,0.0508
Beatles,03_A_Hard_Days_Night_01_A_Hard_Days_Night,340,0.4332,0.008,0.0184
Beatles,03_A_Hard_Days_Night_02_I_Should_Have_Known_Better,345,0.459,0.0077,0.0168
Beatles,03_A_Hard_Days_Night_03_If_I_Fell,241,0.5535,0.0096,0.0173
Beatles,03_A_Hard_Days_Night_04_Im_Happy_Just_To_Dance_With_You,249,0.453,0.0095,0.0209
Beatles,03_A_Hard_Days_Night_05_And_I_Love_Her,273,0.5256,0.0109,0.0207
Beatles,03_A_Hard_Days_Night_06_Tell_Me_Why,317,0.387,0.0083,0.0215
Beatles,03_A_Hard_Days_Night_07_Cant_Buy_Me_Love,361,0.3486,0.0143,0.0411
Beatles,03_A_Hard_Days_Night_08_Any_Time_At_All,301,0.4244,0.0078,0.0185
Beatles,03_A_Hard_Days_Night_09_Ill_Cry_Instead,163,0.6198,0.0092,0.0149
Beatles,03_A_Hard_Days_Night_10_Things_We_Said_Today,349,0.4355,0.0076,0.0175
Beatles,03_A_Hard_Days_Night_11_When_I_Get_Home,275,0.4749,0.0102,0.0216
Beatles,03_A_Hard_Days_Night_12_You_Cant_Do_That,325,0.4661,0.009,0.0193
Beatles,03_A_Hard_Days_Night_13_Ill_Be_Back,286,0.4822,0.0088,0.0183
Beatles,04_Beatles_for_Sale_01_No_Reply,277,0.479,0.011,0.0229
Beatles,04_Beatles_for_Sale_02_Im_a_Loser,219,0.6661,0.023,0.0345
Beatles,04_Beatles_for_Sale_03_Babys_In_Black,135,0.8932,0.0328,0.0367
Beatles,04_Beatles_for_Sale_04_Rock_and_Roll_Music,411,0.3582,0.0062,0.0172
Beatles,04_Beatles_for_Sale_05_Ill_Follow_the_Sun,231,0.4491,0.0104,0.0231
Beatles,04_Beatles_for_Sale_06_Mr_Moonlight,320,0.4751,0.0127,0.0267
Beatles,04_Beatles_for_Sale_07_Kansas_City-_Hey_Hey_Hey_Hey,309,0.4548,0.0085,0.0186
Beatles,04_Beatles_for_Sale_08_Eight_Days_a_Week,361,0.4328,0.0081,0.0188
Beatles,04_Beatles_for_Sale_09_Words_of_Love,257,0.4906,0.0091,0.0185
Beatles,04_Beatles_for_Sale_10_Honey_Dont,473,0.3667,0.0073,0.02
Beatles,04_Beatles_for_Sale_11_Every_Little_Thing,244,0.4859,0.0105,0.0217
Beatles,04_Beatles_for_Sale_12_I_Dont_Want_to_Spoil_the_Party,237,0.6277,0.0125,0.02
Beatles,04_Beatles_for_Sale_13_What_Youre_Doing,317,0.4626,0.0096,0.0207
Beatles,04_Beatles_for_Sale_14_Everybodys_Trying_to_Be_My_Baby,396,0.3513,0.008,0.0227
Beatles,05_Help_01_Help,213,0.6315,0.0084,0.0133
Beatles,05_Help_02_The_Night_Before,421,0.3532,0.0071,0.02
Beatles,05_Help_03_Youve_Got_To_Hide_Your_Love_Away,379,0.3252,0.0097,0.0299
Beatles,05_Help_04_I_Need_You,327,0.4401,0.008,0.0183
Beatles,05_Help_05_Another_Girl,181,0.6774,0.01,0.0148
Beatles,05_Help_06_Youre_Going_To_Lose_That_Girl,289,0.4559,0.0081,0.0177
Beatles,05_Help_07_Ticket_To_Ride,381,0.4853,0.0101,0.0208
Beatles,05_Help_08_Act_Naturally,223,0.646,0.0068,0.0105
Beatles,05_Help_09_Its_Only_Love,209,0.5292,0.0104,0.0196
Beatles,05_Help_10_You_Like_Me_Too_Much,429,0.3527,0.0774,0.2195
Beatles,05_Help_11_Tell_Me_What_You_See,345,0.4405,0.0091,0.0207
Beatles,05_Help_12_Ive_Just_Seen_a_Face,240,0.4995,0.0089,0.0178
Beatles,05_Help_13_Yesterday,191,0.6269,0.0352,0.0561
Beatles,05_Help_14_Dizzy_Miss_Lizzy,381,0.4389,0.0114,0.026
Beatles,06_Rubber_Soul_01_Drive_My_Car,289,0.4892,0.0074,0.0152
Beatles,06_Rubber_Soul_02_Norwegian_Wood_(This_Bird_Has_Flown),355,0.3353,0.0128,0.0381
Beatles,06_Rubber_Soul_03_You_Wont_See_Me,377,0.5178,0.0114,0.0221
Beatles,06_Rubber_Soul_04_Nowhere_Man,317,0.4954,0.0092,0.0185
Beatles,06_Rubber_Soul_05_Think_For_Yourself,295,0.461,0.0094,0.0204
Beatles,06_Rubber_Soul_06_The_Word,325,0.49,0.0175,0.0357
Beatles,06_Rubber_Soul_07_Michelle,309,0.5169,0.0179,0.0346
Beatles,06_Rubber_Soul_08_What_Goes_On,260,0.6183,0.006,0.0097
Beatles,06_Rubber_Soul_09_Girl,233,0.6216,0.0102,0.0164
Beatles,06_Rubber_Soul_10_Im_Looking_Through_You,203,0.6988,0.0075,0.0108
Beatles,06_Rubber_Soul_11_In_My_Life,241,0.5808,0.0128,0.022
Beatles,06_Rubber_Soul_12_Wait,267,0.4773,0.0566,0.1187
Beatles,06_Rubber_Soul_13_If_I_Needed_Someone,289,0.4703,0.0091,0.0194
Beatles,06_Rubber_Soul_14_Run_For_Your_Life,201,0.6783,0.0098,0.0144
Beatles,07_Revolver_01_Taxman,339,0.4529,0.0385,0.0849
Beatles,07_Revolver_02_Eleanor_Rigby,281,0.4352,0.008,0.0183
Beatles,07_Revolver_03_Im_Only_Sleeping,301,0.5813,0.0113,0.0195
Beatles,07_Revolver_04_Love_You_To,339,0.5125,0.131,0.2557
Beatles,07_Revolver_05_Here_There_And_Everywhere,188,0.7326,0.0412,0.0563
Beatles,07_Revolver_06_Yellow_Submarine,281,0.5416,0.0112,0.0207
Beatles,07_Revolver_07_She_Said_She_Said,271,0.5614,0.0155,0.0277
Beatles,07_Revolver_08_Good_Day_Sunshine,247,0.5083,0.0126,0.0247
Beatles,07_Revolver_09_And_Your_Bird_Can_Sing,258,0.4526,0.0099,0.0218
Beatles,07_Revolver_10_For_No_One,310,0.3688,0.0414,0.1122
Beatles,07_Revolver_11_Doctor_Robert,357,0.3666,0.0079,0.0214
Beatles,07_Revolver_12_I_Want_To_Tell_You,297,0.4723,0.0111,0.0235
Beatles,07_Revolver_13_Got_To_Get_You_Into_My_Life,329,0.4382,0.0102,0.0234
Beatles,07_Revolver_14_Tomorrow_Never_Knows,365,0.4748,0.0084,0.0178
Beatles,08_Sgt_Peppers_Lonely_Hearts_Club_Band_01_Sgt_Peppers_Lonely_Hearts_Club_Band,176,0.6268,0.0162,0.0258
Beatles,08_Sgt_Peppers_Lonely_Hearts_Club_Band_02_With_A_Little_Help_From_My_Friends,297,0.5362,0.0098,0.0183
Beatles,08_Sgt_Peppers_Lonely_Hearts_Club_Band_03_Lucy_In_The_Sky_With_Diamonds,398,0.511,0.0949,0.1856
Beatles,08_Sgt_Peppers_Lonely_Hearts_Club_Band_04_Getting_Better,337,0.4938,0.0099,0.0201
Beatles,08_Sgt_Peppers_Lonely_Hearts_Club_Band_05_Fixing_A_Hole,283,0.5355,0.0257,0.0481
Beatles,08_Sgt_Peppers_Lonely_Hearts_Club_Band_06_Shes_Leaving_Home,445,0.4737,0.0214,0.0451
Beatles,08_Sgt_Peppers_Lonely_Hearts_Club_Band_07_Being_For_The_Benefit_Of_Mr_Kite,301,0.4964,0.0761,0.1534
Beatles,08_Sgt_Peppers_Lonely_Hearts_Club_Band_08_Within_You_Without_You,583,0.5014,0.2031,0.4051
Beatles,08_Sgt_Peppers_Lonely_Hearts_Club_Band_09_When_Im_Sixty-Four,367,0.4262,0.0099,0.0231
Beatles,08_Sgt_Peppers_Lonely_Hearts_Club_Band_10_Lovely_Rita,235,0.6826,0.0121,0.0177
Beatles,08_Sgt_Peppers_Lonely_Hearts_Club_Band_11_Good_Morning_Good_Morning,303,0.4938,0.0131,0.0264
Beatles,08_Sgt_Peppers_Lonely_Hearts_Club_Band_12_Sgt_Peppers_Lonely_Hearts_Club_Band_(Reprise),153,0.5053,0.0097,0.0191
Beatles,08_Sgt_Peppers_Lonely_Hearts_Club_Band_13_A_Day_In_The_Life,347,0.7487,0.0324,0.0433
Beatles,09_Magical_Mystery_Tour_01_Magical_Mystery_Tour,259,0.6377,0.1633,0.256
Beatles,09_Magical_Mystery_Tour_02_The_Fool_On_The_Hill,213,0.8303,0.0259,0.0312
Beatles,09_Magical_Mystery_Tour_03_Flying,141,0.6449,0.0102,0.0159
Beatles,09_Magical_Mystery_Tour_04_Blue_Jay_Way,327,0.6276,0.0758,0.1209
Beatles,09_Magical_Mystery_Tour_05_Your_Mother_Should_Know,281,0.5095,0.0091,0.0178
Beatles,09_Magical_Mystery_Tour_06_I_Am_The_Walrus,394,0.6914,0.0207,0.03
Beatles,09_Magical_Mystery_Tour_07_Hello_Goodbye,337,0.6041,0.0124,0.0206
Beatles,09_Magical_Mystery_Tour_08_Strawberry_Fields_Forever,386,0.6321,0.1122,0.1776
Beatles,09_Magical_Mystery_Tour_09_Penny_Lane,321,0.5289,0.0096,0.0181
Beatles,09_Magical_Mystery_Tour_10_Baby_Youre_A_Rich_Man,285,0.6175,0.0143,0.0232
Beatles,09_Magical_Mystery_Tour_11_All_You_Need_Is_Love,382,0.5747,0.0308,0.0536
Beatles,10_CD1_The_Beatles_01_Back_in_the_USSR,351,0.4211,0.007,0.0166
Beatles,10_CD1_The_Beatles_02_Dear_Prudence,295,0.7864,0.0393,0.05
Beatles,10_CD1_The_Beatles_03_Glass_Onion,248,0.5399,0.1253,0.232
Beatles,10_CD1_The_Beatles_04_Ob-La-Di_Ob-La-Da,348,0.5297,0.0072,0.0135
Beatles,10_CD1_The_Beatles_05_Wild_Honey_Pie,79,0.6689,0.0135,0.0202
Beatles,10_CD1_The_Beatles_06_The_Continuing_Story_of_Bungalow_Bill,282,0.6066,0.1878,0.3096
Beatles,10_CD1_The_Beatles_07_While_My_Guitar_Gently_Weeps,537,0.5203,0.0101,0.0194
Beatles,10_CD1_The_Beatles_08_Happiness_is_a_Warm_Gun,308,0.4854,0.168,0.346
Beatles,10_CD1_The_Beatles_09_Martha_My_Dear,217,0.672,0.0187,0.0279
Beatles,10_CD1_The_Beatles_10_Im_So_Tired,140,0.8457,0.0385,0.0456
Beatles,10_CD1_The_Beatles_11_Black_Bird,206,0.6601,0.2511,0.3804
Beatles,10_CD1_The_Beatles_12_Piggies,174,0.6823,0.244,0.3576
Beatles,10_CD1_The_Beatles_13_Rocky_Raccoon,280,0.7453,0.0242,0.0325
Beatles,10_CD1_The_Beatles_14_Dont_Pass_Me_By,314,0.7065,0.0125,0.0177
Beatles,10_CD1_The_Beatles_15_Why_Dont_We_Do_It_In_The_Road,153,0.6382,0.0133,0.0209
Beatles,10_CD1_The_Beatles_16_I_Will,173,0.5808,0.008,0.0138
Beatles,10_CD1_The_Beatles_17_Julia,189,0.8915,0.0174,0.0195
Beatles,10_CD2_The_Beatles_01_Birthday,357,0.4312,0.0165,0.0382
Beatles,10_CD2_The_Beatles_02_Yer_Blues,529,0.4475,0.093,0.2077
Beatles,10_CD2_The_Beatles_03_Mother_Natures_Son,226,0.7217,0.1214,0.1683
Beatles,10_CD2_The_Beatles_04_Everybodys_Got_Something_To_Hide_Except_Me_and_My_Monkey,283,0.5083,0.0183,0.0359
Beatles,10_CD2_The_Beatles_05_Sexy_Sadie,242,0.7943,0.0171,0.0216
Beatles,10_CD2_The_Beatles_06_Helter_Skelter,344,0.7171,0.0222,0.0309
Beatles,10_CD2_The_Beatles_07_Long_Long_Long,265,0.5721,0.0225,0.0394
Beatles,10_CD2_The_Beatles_08_Revolution_1,416,0.6053,0.0195,0.0322
Beatles,10_CD2_The_Beatles_09_Honey_Pie,343,0.4643,0.2175,0.4684
Beatles,10_CD2_The_Beatles_10_Savoy_Truffle,350,0.494,0.0116,0.0234
Beatles,10_CD2_The_Beatles_11_Cry_Baby_Cry,219,0.7967,0.1935,0.2428
Beatles,10_CD2_The_Beatles_13_Good_Night,197,0.9179,0.0672,0.0732
Beatles,11_Abbey_Road_01_Come_Together,349,0.7196,0.0158,0.0219
Beatles,11_Abbey_Road_02_Something,194,0.899,0.0328,0.0365
Beatles,11_Abbey_Road_03_Maxwells_Silver_Hammer,447,0.4551,0.0091,0.0199
Beatles,11_Abbey_Road_04_Oh_Darling,576,0.3448,0.0115,0.0333
Beatles,11_Abbey_Road_05_Octopuss_Garden,256,0.6491,0.0128,0.0196
Beatles,11_Abbey_Road_06_I_Want_You,992,0.4675,0.1771,0.3787
Beatles,11_Abbey_Road_07_Here_Comes_The_Sun,434,0.4176,0.0939,0.2248
Beatles,11_Abbey_Road_08_Because,215,0.7457,0.0191,0.0256
Beatles,11_Abbey_Road_09_You_Never_Give_Me_Your_Money,360,0.6745,0.0393,0.0583
Beatles,11_Abbey_Road_10_Sun_King,183,0.7987,0.0141,0.0176
Beatles,11_Abbey_Road_11_Mean_Mr_Mustard,110,0.6014,0.0256,0.0426
Beatles,11_Abbey_Road_12_Polythene_Pam,200,0.3637,0.0176,0.0483
Beatles,11_Abbey_Road_13_She_Came_In_Through_The_Bathroom_Window,156,0.7406,0.0124,0.0168
Beatles,11_Abbey_Road_14_Golden_Slumbers,123,0.737,0.0246,0.0334
Beatles,11_Abbey_Road_15_Carry_That_Weight,136,0.7119,0.0142,0.0199
Beatles,11_Abbey_Road_16_The_End,259,0.4742,0.0243,0.0513
Beatles,11_Abbey_Road_17_Her_Majesty,36,0.5954,0.0112,0.0189
Beatles,12_Let_It_Be_01_Two_of_Us,369,0.5472,0.0093,0.017
Beatles,12_Let_It_Be_02_Dig_a_Pony,428,0.5088,0.019,0.0374
Beatles,12_Let_It_Be_03_Across_the_Universe,565,0.392,0.0069,0.0177
Beatles,12_Let_It_Be_04_I_Me_Mine,375,0.3601,0.055,0.1528
Beatles,12_Let_It_Be_05_Dig_It,97,0.3825,0.0078,0.0203
Beatles,12_Let_It_Be_06_Let_It_Be,279,0.8496,0.0392,0.0461
Beatles,12_Let_It_Be_07_Maggie_Mae,52,0.7065,0.0268,0.038
Beatles,12_Let_It_Be_08_Ive_Got_A_Feeling,288,0.7223,0.0108,0.015
Beatles,12_Let_It_Be_09_One_After_909,245,0.6567,0.0145,0.0221
Beatles,12_Let_It_Be_10_The_Long_and_Winding_Road,229,0.905,0.0223,0.0246
Beatles,12_Let_It_Be_11_For_You_Blue,309,0.4651,0.009,0.0194
Beatles,12_Let_It_Be_12_Get_Back,308,0.4863,0.0069,0.0142
GTZAN,gtzan_blues_00000,63,0.4776,0.018,0.0378
GTZAN,gtzan_blues_00001,34,0.8856,0.0144,0.0162
GTZAN,gtzan_blues_00002,78,0.3814,0.0153,0.0402
GTZAN,gtzan_blues_00003,31,0.9628,0.0219,0.0228
GTZAN,gtzan_blues_00004,67,0.4504,0.0063,0.014
GTZAN,gtzan_blues_00005,35,0.8731,0.0244,0.028
GTZAN,gtzan_blues_00006,37,0.8222,0.0509,0.0619
GTZAN,gtzan_blues_00007,47,0.645,0.0346,0.0537
GTZAN,gtzan_blues_00008,85,0.3549,0.0144,0.0405
GTZAN,gtzan_blues_00009,40,0.7331,0.0078,0.0106
GTZAN,gtzan_blues_00010,40,0.749,0.015,0.02
GTZAN,gtzan_blues_00011,28,1.0791,0.009,0.0083
GTZAN,gtzan_blues_00012,47,0.6412,0.0207,0.0323
GTZAN,gtzan_blues_00013,54,0.5609,0.0206,0.0368
GTZAN,gtzan_blues_00014,42,0.7164,0.0447,0.0625
GTZAN,gtzan_blues_00015,49,0.6117,0.0293,0.0478
GTZAN,gtzan_blues_00016,51,0.5977,0.0344,0.0576
GTZAN,gtzan_blues_00017,85,0.3549,0.0132,0.0371
GTZAN,gtzan_blues_00018,41,0.7283,0.0181,0.0248
GTZAN,gtzan_blues_00019,62,0.4846,0.0136,0.028
GTZAN,gtzan_blues_00020,68,0.4369,0.0184,0.0422
GTZAN,gtzan_blues_00021,50,0.5944,0.0112,0.0188
GTZAN,gtzan_blues_00022,49,0.6122,0.027,0.0441
GTZAN,gtzan_blues_00023,49,0.6204,0.0191,0.0307
GTZAN,gtzan_blues_00024,52,0.5797,0.0171,0.0295
GTZAN,gtzan_blues_00025,48,0.6335,0.042,0.0663
GTZAN,gtzan_blues_00026,40,0.7428,0.0721,0.097
GTZAN,gtzan_blues_00027,47,0.6443,0.0312,0.0484
GTZAN,gtzan_blues_00028,52,0.5783,0.0174,0.03
GTZAN,gtzan_blues_00029,62,0.4758,0.0275,0.0579
GTZAN,gtzan_blues_00030,55,0.545,0.0084,0.0155
GTZAN,gtzan_blues_00031,58,0.5157,0.0183,0.0355
GTZAN,gtzan_blues_00032,62,0.477,0.0218,0.0458
GTZAN,gtzan_blues_00033,77,0.3889,0.0162,0.0418
GTZAN,gtzan_blues_00034,47,0.6401,0.017,0.0265
GTZAN,gtzan_blues_00035,65,0.4638,0.019,0.0409
GTZAN,gtzan_blues_00036,57,0.5315,0.0294,0.0553
GTZAN,gtzan_blues_00037,37,0.7958,0.0358,0.045
GTZAN,gtzan_blues_00038,43,0.7041,0.0441,0.0627
GTZAN,gtzan_blues_00039,58,0.5148,0.013,0.0252
GTZAN,gtzan_blues_00040,85,0.3484,0.0032,0.0092
GTZAN,gtzan_blues_00041,63,0.4711,0.0149,0.0316
GTZAN,gtzan_blues_00042,30,1.0054,0.0065,0.0065
GTZAN,gtzan_blues_00043,63,0.4637,0.0099,0.0212
GTZAN,gtzan_blues_00044,101,0.2958,0.0065,0.022
GTZAN,gtzan_blues_00045,131,0.2277,0.0017,0.0075
GTZAN,gtzan_blues_00046,61,0.4928,0.0072,0.0147
GTZAN,gtzan_blues_00047,75,0.3977,0.0151,0.0381
GTZAN,gtzan_blues_00048,60,0.4953,0.0136,0.0274
GTZAN,gtzan_blues_00049,31,0.9683,0.0213,0.022
GTZAN,gtzan_blues_00050,68,0.4405,0.0081,0.0184
GTZAN,gtzan_blues_00051,97,0.3097,0.0422,0.1364
GTZAN,gtzan_blues_00052,26,1.1925,0.0703,0.0589
GTZAN,gtzan_blues_00053,51,0.5947,0.0097,0.0163
GTZAN,gtzan_blues_00054,91,0.3309,0.0104,0.0315
GTZAN,gtzan_blues_00055,66,0.452,0.0154,0.0341
GTZAN,gtzan_blues_00056,27,1.1242,0.0262,0.0233
GTZAN,gtzan_blues_00057,93,0.3237,0.0064,0.0197
GTZAN,gtzan_blues_00058,53,0.5674,0.0038,0.0067
GTZAN,gtzan_blues_00059,54,0.5558,0.0124,0.0222
GTZAN,gtzan_blues_00060,74,0.4016,0.0107,0.0266
GTZAN,gtzan_blues_00061,66,0.4563,0.0144,0.0317
GTZAN,gtzan_blues_00062,57,0.5316,0.005,0.0094
GTZAN,gtzan_blues_00063,45,0.6591,0.0046,0.007
GTZAN,gtzan_blues_00064,78,0.3864,0.0036,0.0093
GTZAN,gtzan_blues_00065,54,0.5556,0.0113,0.0204
GTZAN,gtzan_blues_00066,82,0.3659,0.0047,0.0128
GTZAN,gtzan_blues_00067,81,0.3711,0.0044,0.0119
GTZAN,gtzan_blues_00068,81,0.3698,0.0056,0.0153
GTZAN,gtzan_blues_00069,40,0.7582,0.0082,0.0109
GTZAN,gtzan_blues_00070,74,0.4071,0.0031,0.0076
GTZAN,gtzan_blues_00071,74,0.4076,0.0055,0.0135
GTZAN,gtzan_blues_00072,35,0.8745,0.0136,0.0155
GTZAN,gtzan_blues_00073,49,0.6177,0.0077,0.0124
GTZAN,gtzan_blues_00074,56,0.5415,0.0275,0.0507
GTZAN,gtzan_blues_00075,59,0.5094,0.0066,0.0129
GTZAN,gtzan_blues_00076,58,0.5165,0.0043,0.0083
GTZAN,gtzan_blues_00077,74,0.4048,0.0174,0.0429
GTZAN,gtzan_blues_00078,120,0.2491,0.0049,0.0197
GTZAN,gtzan_blues_00079,79,0.3788,0.0148,0.039
GTZAN,gtzan_blues_00080,58,0.5126,0.0043,0.0083
GTZAN,gtzan_blues_00081,102,0.2928,0.0079,0.0269
GTZAN,gtzan_blues_00082,63,0.4769,0.0168,0.0351
GTZAN,gtzan_blues_00083,66,0.451,0.0046,0.0103
GTZAN,gtzan_blues_00084,56,0.538,0.0136,0.0253
GTZAN,gtzan_blues_00085,72,0.419,0.0151,0.0361
GTZAN,gtzan_blues_00086,62,0.4903,0.0139,0.0283
GTZAN,gtzan_blues_00087,87,0.3424,0.013,0.038
GTZAN,gtzan_blues_00088,86,0.351,0.0129,0.0366
GTZAN,gtzan_blues_00089,54,0.5612,0.0258,0.0461
GTZAN,gtzan_blues_00090,71,0.4254,0.0159,0.0373
GTZAN,gtzan_blues_00091,63,0.4805,0.0084,0.0174
GTZAN,gtzan_blues_00092,60,0.4978,0.0165,0.0332
GTZAN,gtzan_blues_00093,44,0.6832,0.0181,0.0264
GTZAN,gtzan_blues_00094,52,0.5862,0.0156,0.0267
GTZAN,gtzan_blues_00095,68,0.4382,0.0138,0.0315
GTZAN,gtzan_blues_00096,30,1.0264,0.0415,0.0404
GTZAN,gtzan_blues_00097,118,0.2527,0.0078,0.0309
GTZAN,gtzan_blues_00098,63,0.4781,0.0074,0.0154
GTZAN,gtzan_blues_00099,46,0.6444,0.0236,0.0367
GTZAN,gtzan_classical_00000,47,0.6372,0.02,0.0314
GTZAN,gtzan_classical_00001,57,0.5318,0.0357,0.0671
GTZAN,gtzan_classical_00002,99,0.3033,0.0046,0.0151
GTZAN,gtzan_classical_00003,32,0.9145,0.0535,0.0585
GTZAN,gtzan_classical_00004,81,0.3713,0.0106,0.0286
GTZAN,gtzan_classical_00005,70,0.4294,0.0265,0.0617
GTZAN,gtzan_classical_00006,48,0.632,0.0337,0.0534
GTZAN,gtzan_classical_00007,54,0.5636,0.0272,0.0483
GTZAN,gtzan_classical_00008,67,0.4435,0.0253,0.0571
GTZAN,gtzan_classical_00009,30,0.9981,0.0118,0.0118
GTZAN,gtzan_classical_00010,52,0.5819,0.0369,0.0633
GTZAN,gtzan_classical_00011,38,0.7946,0.0406,0.0511
GTZAN,gtzan_classical_00012,45,0.6714,0.0136,0.0202
GTZAN,gtzan_classical_00013,63,0.4783,0.0243,0.0509
GTZAN,gtzan_classical_00014,73,0.4138,0.0186,0.045
GTZAN,gtzan_classical_00015,39,0.7658,0.0143,0.0186
GTZAN,gtzan_classical_00016,50,0.6063,0.0351,0.0578
GTZAN,gtzan_classical_00017,87,0.3462,0.0277,0.08
GTZAN,gtzan_classical_00018,40,0.7578,0.012,0.0159
GTZAN,gtzan_classical_00019,48,0.6336,0.0263,0.0415
GTZAN,gtzan_classical_00020,70,0.4281,0.0208,0.0485
GTZAN,gtzan_classical_00021,135,0.2225,0.0071,0.0319
GTZAN,gtzan_classical_00022,50,0.5943,0.0746,0.1255
GTZAN,gtzan_classical_00023,46,0.6486,0.0258,0.0398
GTZAN,gtzan_classical_00024,76,0.3961,0.0082,0.0208
GTZAN,gtzan_classical_00025,66,0.4547,0.0067,0.0147
GTZAN,gtzan_classical_00026,76,0.395,0.0218,0.0552
GTZAN,gtzan_classical_00027,36,0.8299,0.0106,0.0128
GTZAN,gtzan_classical_00028,41,0.7407,0.0473,0.0639
GTZAN,gtzan_classical_00029,35,0.8713,0.0168,0.0193
GTZAN,gtzan_classical_00030,60,0.5031,0.0262,0.052
GTZAN,gtzan_classical_00031,55,0.5354,0.0362,0.0677
GTZAN,gtzan_classical_00032,29,1.0272,0.0083,0.008
GTZAN,gtzan_classical_00033,53,0.5648,0.0139,0.0247
GTZAN,gtzan_classical_00034,31,0.9497,0.0311,0.0327
GTZAN,gtzan_classical_00035,75,0.3982,0.0143,0.0358
GTZAN,gtzan_classical_00036,25,1.1856,0.207,0.1746
GTZAN,gtzan_classical_00037,65,0.4638,0.0069,0.0149
GTZAN,gtzan_classical_00038,37,0.8287,0.0785,0.0948
GTZAN,gtzan_classical_00039,33,0.9138,0.0057,0.0062
GTZAN,gtzan_classical_00040,47,0.6335,0.0055,0.0086
GTZAN,gtzan_classical_00041,28,1.0971,0.0631,0.0575
GTZAN,gtzan_classical_00042,49,0.6234,0.0493,0.079
GTZAN,gtzan_classical_00043,62,0.4879,0.0608,0.1247
GTZAN,gtzan_classical_00044,41,0.7334,0.0036,0.0049
GTZAN,gtzan_classical_00045,48,0.6325,0.0399,0.063
GTZAN,gtzan_classical_00046,64,0.4672,0.0232,0.0496
GTZAN,gtzan_classical_00047,24,1.2047,0.0044,0.0037
GTZAN,gtzan_classical_00048,44,0.6739,0.0178,0.0264
GTZAN,gtzan_classical_00049,38,0.7918,0.0277,0.0349
GTZAN,gtzan_classical_00050,31,0.9461,0.0632,0.0668
GTZAN,gtzan_classical_00051,52,0.5775,0.2802,0.4853
GTZAN,gtzan_classical_00052,78,0.3813,0.0072,0.0188
GTZAN,gtzan_classical_00053,108,0.2804,0.0101,0.0358
GTZAN,gtzan_classical_00054,43,0.7032,0.1196,0.1701
GTZAN,gtzan_classical_00055,27,1.0935,0.1164,0.1064
GTZAN,gtzan_classical_00056,54,0.5565,0.1168,0.2098
GTZAN,gtzan_classical_00057,53,0.5683,0.0147,0.0259
GTZAN,gtzan_classical_00058,33,0.8991,0.0518,0.0576
GTZAN,gtzan_classical_00059,58,0.5176,0.0086,0.0167
GTZAN,gtzan_classical_00060,60,0.4983,0.0145,0.0291
GTZAN,gtzan_classical_00061,77,0.3911,0.0081,0.0207
GTZAN,gtzan_classical_00062,47,0.6473,0.0396,0.0612
GTZAN,gtzan_classical_00063,47,0.646,0.0582,0.0901
GTZAN,gtzan_classical_00064,45,0.6597,0.0756,0.1145
GTZAN,gtzan_classical_00065,42,0.7229,0.0326,0.0451
GTZAN,gtzan_classical_00066,62,0.4831,0.0931,0.1927
GTZAN,gtzan_classical_00067,54,0.5465,0.243,0.4447
GTZAN,gtzan_classical_00068,83,0.362,0.0061,0.0168
GTZAN,gtzan_classical_00069,34,0.8792,0.0586,0.0667
GTZAN,gtzan_classical_00070,80,0.3759,0.0114,0.0303
GTZAN,gtzan_classical_00071,70,0.4286,0.0303,0.0708
GTZAN,gtzan_classical_00072,58,0.512,0.0161,0.0314
GTZAN,gtzan_classical_00073,65,0.4655,0.0134,0.0287
GTZAN,gtzan_classical_00074,80,0.3735,0.0108,0.029
GTZAN,gtzan_classical_00075,55,0.5485,0.0559,0.102
GTZAN,gtzan_classical_00076,86,0.3491,0.0052,0.0148
GTZAN,gtzan_classical_00077,47,0.6371,0.0701,0.11
