track_id,gt_bpm,bt_transformer_bpm,tempo_ratio,tempo_class,bt_paper_F,bt_paper_CMLt,bt_paper_AMLt,bt_wide_F,bt_wide_CMLt,bt_wide_AMLt,bt_top1_F,bt_top1_CMLt,bt_top1_AMLt,bt_topk_F,bt_topk_CMLt,bt_topk_AMLt,bt_viterbi_F,bt_viterbi_CMLt,bt_viterbi_AMLt,bt_oracle_F,bt_oracle_CMLt,bt_oracle_AMLt,btthis_native_F,btthis_native_CMLt,btthis_native_AMLt,btthis_dbn55_F,btthis_dbn55_CMLt,btthis_dbn55_AMLt,btthis_dbn30_F,btthis_dbn30_CMLt,btthis_dbn30_AMLt,btthis_top1_F,btthis_top1_CMLt,btthis_top1_AMLt,btthis_topk_F,btthis_topk_CMLt,btthis_topk_AMLt,btthis_oracle_F,btthis_oracle_CMLt,btthis_oracle_AMLt,mm_tcn_F,mm_tcn_CMLt,mm_tcn_AMLt
smc_176,80.7,44.0,0.5452,half,0.2716,0.1556,0.1556,0.2105,0.0667,0.0968,0.25,0.0222,0.2593,0.2105,0.0667,0.0968,0.2105,0.0667,0.0968,0.5057,0.5111,0.5111,0.3429,0.0889,0.0889,0.3095,0.3111,0.3111,0.303,0.0,0.5909,0.2687,0.0,0.7727,0.303,0.0,0.5909,0.4889,0.6444,0.6444,0.6087,0.6596,0.6596
smc_178,36.92,37.0,1.0021,correct,0.4762,0.0,0.9524,0.7619,1.0,1.0,0.7619,1.0,1.0,0.7619,1.0,1.0,0.7619,1.0,1.0,0.7619,1.0,1.0,0.8571,1.0,1.0,0.5312,0.0,0.907,0.5312,0.0,0.907,0.7143,1.0,1.0,0.5312,0.0,0.907,0.7143,1.0,1.0,0.4762,0.0,0.9762
smc_179,41.67,83.0,1.992,double,0.4407,0.0,0.6829,0.4407,0.0,0.6829,0.3934,0.0,0.7317,0.4407,0.0,0.6829,0.4407,0.0,0.6829,0.45,0.619,0.619,0.6038,0.2188,0.4634,0.4688,0.0,0.7209,0.4615,0.0,0.7045,0.4348,0.0,0.6458,0.4688,0.0,0.7209,0.1702,0.0769,0.4231,0.4615,0.0,0.7045
smc_181,61.66,177.0,2.8704,other,0.3676,0.0,0.0,0.3676,0.0,0.0,0.3676,0.0,0.0,0.3676,0.0,0.0,0.3676,0.0,0.0,0.6176,0.8,0.8,0.3359,0.0,0.0,0.3704,0.0,0.0,0.3704,0.0,0.0,0.3768,0.0,0.0,0.3704,0.0,0.0,0.0,0.0286,0.0857,0.6571,0.7297,0.7297
smc_182,71.34,71.0,0.9952,correct,0.7952,0.8571,0.8571,0.7952,0.8571,0.8571,0.7952,0.8571,0.8571,0.7952,0.8571,0.8571,0.7952,0.8571,0.8571,0.7952,0.8571,0.8571,0.8193,0.9762,0.9762,0.7805,1.0,1.0,0.7805,1.0,1.0,0.7805,1.0,1.0,0.7805,1.0,1.0,0.7805,1.0,1.0,0.8293,1.0,1.0
smc_184,60.74,59.0,0.9713,correct,0.7536,0.9429,0.9429,0.7536,0.9429,0.9429,0.7536,0.9429,0.9429,0.7536,0.9429,0.9429,0.7536,0.9429,0.9429,0.7536,0.9429,0.9429,0.8308,0.8824,0.8824,0.8406,0.9714,0.9714,0.8406,0.9714,0.9714,0.8406,0.9714,0.9714,0.8406,0.9714,0.9714,0.8406,0.9714,0.9714,0.7429,0.8611,0.8611
smc_187,32.71,62.0,1.8955,double,0.1071,0.0,0.5405,0.1071,0.0,0.5405,0.1071,0.0,0.5405,0.1071,0.0,0.5405,0.1071,0.0,0.5405,0.2162,0.9474,0.9474,0.3396,0.3235,0.3235,0.2807,0.0,0.7632,0.6316,1.0,1.0,0.2807,0.0,0.7632,0.6316,1.0,1.0,0.6316,1.0,1.0,0.2143,0.0,0.6757
smc_188,47.85,92.0,1.9228,double,0.6747,0.0,1.0,1.0,1.0,1.0,0.6747,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9091,0.8571,0.8571,0.6429,0.0,0.9821,0.9643,1.0,1.0,0.6429,0.0,0.9821,0.9643,1.0,1.0,0.9643,1.0,1.0,0.6667,0.0,0.9821
smc_190,55.56,81.0,1.458,other,0.2785,0.0,0.0,0.2785,0.0,0.0,0.2785,0.0,0.0,0.2785,0.0,0.0,0.2785,0.0,0.0,0.6349,0.7576,0.7576,0.4819,0.1321,0.3898,0.3696,0.0,0.6452,0.3696,0.0,0.6452,0.3158,0.0,0.0,0.3696,0.0,0.6452,0.5161,0.75,0.75,0.35,0.0,0.1695
smc_192,32.91,58.0,1.7622,double,0.1579,0.0,0.3714,0.1579,0.0,0.3714,0.1053,0.0,0.3429,0.1579,0.0,0.3714,0.1579,0.0,0.3714,0.069,0.5,0.5,0.2857,0.4444,0.4444,0.3214,0.0,0.5789,0.1053,0.0,0.0,0.0889,0.0,0.2571,0.1333,0.0,0.2286,0.125,0.2778,0.2941,0.3103,0.0,0.525
smc_193,72.43,72.0,0.994,correct,0.8235,0.907,0.907,0.8235,0.907,0.907,0.8235,0.907,0.907,0.8235,0.907,0.907,0.8235,0.907,0.907,0.8235,0.907,0.907,0.8706,0.8837,0.8837,0.8471,0.907,0.907,0.8471,0.907,0.907,0.8471,0.907,0.907,0.8471,0.907,0.907,0.8471,0.907,0.907,0.9176,0.907,0.907
smc_194,58.06,35.0,0.6029,other,0.2121,0.4,0.4,0.0769,0.0,0.4706,0.0769,0.0,0.4706,0.0769,0.0,0.4706,0.0769,0.0,0.4706,0.1562,0.2,0.2059,0.2449,0.0,0.1176,0.1266,0.0455,0.2045,0.1266,0.0455,0.2045,0.2807,0.0,0.0909,0.1266,0.0455,0.2045,0.1194,0.1429,0.2941,0.1379,0.0385,0.0385
smc_195,174.52,86.0,0.4928,half,0.3171,0.0,0.3617,0.3171,0.0,0.3617,0.3171,0.0,0.3617,0.3171,0.0,0.3617,0.4918,0.3333,0.3333,0.4918,0.3333,0.3333,0.3544,0.0,0.3864,0.3294,0.0,0.34,0.3294,0.0,0.34,0.3294,0.0,0.34,0.3294,0.0,0.34,0.4593,0.28,0.28,0.2989,0.0,0.3269
smc_197,36.72,53.0,1.4435,other,0.254,0.0,0.9048,0.381,1.0,1.0,0.1509,0.0,0.122,0.381,1.0,1.0,0.381,1.0,1.0,0.381,1.0,1.0,0.4286,1.0,1.0,0.2813,0.0,0.8605,0.4286,1.0,1.0,0.1923,0.0,0.0,0.4286,1.0,1.0,0.4286,1.0,1.0,0.2903,0.0,0.6829
smc_198,100.0,101.0,1.01,correct,0.7407,0.6897,0.6897,0.7407,0.6897,0.6897,0.7407,0.6897,0.6897,0.7407,0.6897,0.6897,0.7407,0.6897,0.6897,0.7407,0.6897,0.6897,0.7227,0.5797,0.5797,0.7119,0.6029,0.6029,0.7119,0.6029,0.6029,0.7091,0.6833,0.6833,0.7119,0.6029,0.6029,0.7091,0.6833,0.6833,0.8333,0.7069,0.7069
smc_199,76.43,68.0,0.8897,correct,0.2927,0.3333,0.3333,0.2927,0.3333,0.3333,0.3846,0.375,0.375,0.2927,0.3333,0.3333,0.2927,0.3333,0.3333,0.2927,0.3333,0.3333,0.3579,0.2364,0.2364,0.2885,0.1406,0.1406,0.274,0.3,0.3,0.2716,0.3171,0.3171,0.2885,0.1406,0.1406,0.2716,0.3171,0.3171,0.3256,0.3913,0.3913
smc_202,55.66,69.0,1.2397,other,0.169,0.1026,0.1538,0.129,0.0312,0.129,0.169,0.1026,0.1538,0.129,0.0312,0.129,0.169,0.1026,0.1538,0.1471,0.3333,0.3333,0.2188,0.25,0.25,0.1159,0.1622,0.1622,0.0968,0.1875,0.1875,0.1159,0.1622,0.1622,0.0645,0.1875,0.1875,0.125,0.3438,0.3438,0.1739,0.1081,0.2973
smc_203,68.76,65.0,0.9453,correct,0.2597,0.5385,0.5385,0.2597,0.5385,0.5385,0.2597,0.5385,0.5385,0.2597,0.5385,0.5385,0.2597,0.5385,0.5385,0.2597,0.5385,0.5385,0.25,0.0,0.013,0.2128,0.0727,0.0727,0.2128,0.0727,0.0727,0.1067,0.2564,0.2564,0.2128,0.0727,0.0727,0.1026,0.3077,0.3077,0.2222,0.4286,0.4286
smc_204,98.93,78.0,0.7885,other,0.4375,0.1852,0.1852,0.4375,0.1852,0.1852,0.4375,0.1852,0.1852,0.4375,0.1852,0.1852,0.4375,0.1852,0.1852,0.2476,0.1111,0.1698,0.3063,0.1228,0.1228,0.2316,0.0556,0.1132,0.1728,0.0185,0.2222,0.2316,0.0556,0.1132,0.1481,0.0185,0.2222,0.1284,0.0545,0.3636,0.4386,0.3,0.3
smc_205,78.74,155.0,1.9685,double,0.5481,0.0,0.7419,0.5481,0.0,0.7419,0.5481,0.0,0.7419,0.5481,0.0,0.7419,0.5481,0.0,0.7419,0.7955,0.7391,0.7391,0.8636,0.7826,0.7826,0.8409,0.8043,0.8043,0.8409,0.8043,0.8043,0.5522,0.0,0.7717,0.8409,0.8043,0.8043,0.8409,0.8043,0.8043,0.8837,0.8864,0.8864
smc_206,71.77,76.0,1.0589,correct,0.4211,0.3095,0.3095,0.4211,0.3095,0.3095,0.4103,0.2955,0.2955,0.4211,0.3095,0.3095,0.4211,0.3095,0.3095,0.4211,0.3095,0.3095,0.64,0.5122,0.5122,0.5263,0.5238,0.5238,0.5263,0.5238,0.5238,0.5,0.5,0.5,0.5263,0.5238,0.5238,0.5,0.5,0.5,0.439,0.3125,0.3125
smc_207,113.72,56.0,0.4924,half,0.5,0.0,0.7027,0.5,0.0,0.7027,0.62,0.0,1.0,0.5,0.0,0.7027,0.5,0.0,0.7027,0.8571,0.8507,0.8507,0.9552,1.0,1.0,0.9552,1.0,1.0,0.9552,1.0,1.0,0.62,0.0,1.0,0.9552,1.0,1.0,0.9552,1.0,1.0,0.5385,0.0,0.7027
smc_208,54.52,52.0,0.9538,correct,0.4468,0.0,0.7619,0.6032,0.9375,0.9375,0.6349,0.9375,0.9375,0.6032,0.9375,0.9375,0.6032,0.9375,0.9375,0.6349,0.9375,0.9375,0.8125,0.8788,0.8788,0.4946,0.0323,0.6935,0.7742,1.0,1.0,0.7742,1.0,1.0,0.7742,1.0,1.0,0.7419,1.0,1.0,0.5625,0.6667,0.6667
smc_209,72.99,76.0,1.0412,correct,0.5679,0.7805,0.7805,0.5679,0.7805,0.7805,0.5679,0.7805,0.7805,0.5679,0.7805,0.7805,0.5679,0.7805,0.7805,0.5679,0.7805,0.7805,0.642,0.8537,0.8537,0.506,0.7674,0.7674,0.5263,0.475,0.475,0.4819,0.6977,0.6977,0.5526,0.475,0.475,0.506,0.7442,0.7442,0.5783,0.7907,0.7907
smc_211,83.74,81.0,0.9673,correct,0.3789,0.6327,0.6327,0.3956,0.5714,0.5714,0.3789,0.6327,0.6327,0.3956,0.5714,0.5714,0.3956,0.5714,0.5714,0.3789,0.6327,0.6327,0.5647,0.6327,0.6327,0.5833,0.6735,0.6735,0.5833,0.6735,0.6735,0.5833,0.6735,0.6735,0.5833,0.6735,0.6735,0.5833,0.6735,0.6735,0.6735,0.7755,0.7755
smc_212,40.54,34.0,0.8387,other,0.2222,0.0,0.3958,0.1754,0.1515,0.1515,0.2326,0.0833,0.2174,0.1754,0.1515,0.1515,0.1754,0.1515,0.1515,0.12,0.3462,0.3462,0.4783,0.5,0.5,0.2254,0.0426,0.3404,0.0476,0.0417,0.087,0.0476,0.0833,0.087,0.0952,0.0833,0.087,0.4783,0.625,0.625,0.2308,0.0,0.4444
smc_213,65.42,64.0,0.9783,correct,0.5526,0.8158,0.8158,0.5526,0.8158,0.8158,0.5526,0.8158,0.8158,0.5526,0.8158,0.8158,0.5526,0.8158,0.8158,0.5526,0.8158,0.8158,0.5278,0.7105,0.7105,0.5333,0.7632,0.7632,0.5867,0.8158,0.8158,0.5867,0.7895,0.7895,0.5867,0.8158,0.8158,0.56,0.7895,0.7895,0.2338,0.4615,0.4615
smc_214,45.8,34.0,0.7423,other,0.2333,0.0556,0.2553,0.2333,0.0556,0.2553,0.1395,0.1667,0.1667,0.2333,0.0556,0.2553,0.2333,0.0556,0.2553,0.3265,0.4,0.4,0.4783,0.5417,0.5417,0.274,0.0,0.4082,0.375,0.4583,0.4583,0.2381,0.125,0.125,0.375,0.4583,0.4583,0.3673,0.44,0.44,0.3333,0.0,0.3889
smc_215,57.31,40.0,0.698,other,0.3182,0.0,0.2462,0.3182,0.0,0.2462,0.2069,0.0909,0.1562,0.3182,0.0,0.2462,0.3182,0.0,0.2462,0.4,0.3243,0.3243,0.8788,0.8788,0.8788,0.6571,0.6486,0.6486,0.8182,0.9394,0.9394,0.4151,0.0606,0.3,0.8182,0.9394,0.9394,0.7576,0.9394,0.9394,0.3714,0.3514,0.3514
smc_216,62.21,65.0,1.0449,correct,0.6944,0.9444,0.9444,0.6944,0.9444,0.9444,0.6944,0.9444,0.9444,0.6944,0.9444,0.9444,0.6944,0.9444,0.9444,0.6944,0.9444,0.9444,0.7324,0.8333,0.8333,0.6111,0.7222,0.7222,0.7429,0.7222,0.7222,0.6849,0.7297,0.7297,0.7671,0.7568,0.7568,0.6027,0.6757,0.6757,0.6111,0.8333,0.8333
smc_217,53.81,50.0,0.9292,correct,0.75,0.439,0.439,0.8387,0.9677,0.9677,0.8387,0.9677,0.9677,0.8387,0.9677,0.9677,0.8387,0.9677,0.9677,0.8387,0.9677,0.9677,0.7742,1.0,1.0,0.6154,0.6176,0.6176,0.8387,1.0,1.0,0.8387,1.0,1.0,0.8387,1.0,1.0,0.8387,1.0,1.0,0.4706,0.0,0.5246
smc_219,91.25,85.0,0.9315,correct,0.4536,0.4694,0.4694,0.4615,0.4082,0.4082,0.4444,0.44,0.44,0.4615,0.4082,0.4082,0.4615,0.4082,0.4082,0.3762,0.3846,0.3846,0.8077,0.7636,0.7636,0.4375,0.3265,0.3265,0.4167,0.0,0.28,0.4375,0.3265,0.3265,0.3514,0.0,0.32,0.5098,0.4717,0.4717,0.6275,0.6038,0.6038
smc_220,72.2,69.0,0.9556,correct,0.8095,1.0,1.0,0.8095,1.0,1.0,0.8095,1.0,1.0,0.8095,1.0,1.0,0.8095,1.0,1.0,0.8095,1.0,1.0,0.7835,0.5455,0.5455,0.9048,1.0,1.0,0.9048,1.0,1.0,0.9048,1.0,1.0,0.9048,1.0,1.0,0.9048,1.0,1.0,0.8095,1.0,1.0
smc_221,52.49,73.0,1.3907,other,0.1096,0.0233,0.0678,0.1096,0.0233,0.0678,0.1096,0.0233,0.0678,0.1096,0.0233,0.0678,0.1096,0.0233,0.0678,0.4127,0.5455,0.5455,0.4918,0.5161,0.5161,0.3059,0.0,0.4915,0.3273,0.5,0.5,0.2286,0.275,0.275,0.3729,0.5,0.5,0.339,0.5,0.5,0.2651,0.0189,0.4746
smc_222,48.64,54.0,1.1102,correct,0.2286,0.0,0.1224,0.3273,0.2333,0.2333,0.2712,0.2941,0.2941,0.3273,0.2333,0.2333,0.3273,0.2333,0.2333,0.4151,0.7143,0.7143,0.5625,0.4615,0.4615,0.3951,0.0,0.5714,0.3951,0.0,0.5714,0.5455,0.6,0.6,0.3951,0.0,0.5714,0.5185,0.6552,0.6552,0.3855,0.0,0.5172
smc_223,60.42,88.0,1.4564,other,0.5128,0.2444,0.2444,0.5128,0.2444,0.2444,0.3736,0.0,0.2,0.5128,0.2444,0.2444,0.5128,0.2444,0.2444,0.6197,0.5789,0.5789,0.6849,0.55,0.55,0.6575,0.525,0.525,0.6575,0.525,0.525,0.2857,0.2273,0.2273,0.6575,0.525,0.525,0.6087,0.6389,0.6389,0.5823,0.3696,0.3696
smc_224,63.36,64.0,1.0101,correct,0.2564,0.5122,0.5122,0.2564,0.5122,0.5122,0.2466,0.6486,0.6486,0.2564,0.5122,0.5122,0.2564,0.5122,0.5122,0.2466,0.6486,0.6486,0.35,0.5349,0.5349,0.359,0.5366,0.5366,0.2143,0.0,0.8421,0.3117,0.525,0.525,0.359,0.5366,0.5366,0.3117,0.525,0.525,0.3243,0.7027,0.7027
smc_225,44.64,69.0,1.5456,other,0.3188,0.0,0.3469,0.3188,0.0,0.3469,0.2727,0.0244,0.2041,0.3188,0.0,0.3469,0.3188,0.0,0.3469,0.4706,0.6538,0.6538,0.3962,0.0,0.0,0.3774,0.0,0.0,0.3774,0.0,0.0,0.3385,0.0,0.1633,0.3962,0.0,0.0,0.0,0.0,0.4231,0.4412,0.0,0.2857
smc_226,55.68,58.0,1.0416,correct,0.6269,0.6857,0.6857,0.7273,0.8529,0.8529,0.7273,0.8529,0.8529,0.7273,0.8529,0.8529,0.7273,0.8529,0.8529,0.7273,0.8529,0.8529,0.5075,0.6857,0.6857,0.4638,0.5676,0.5676,0.5231,0.7879,0.7879,0.4308,0.7879,0.7879,0.4615,0.7879,0.7879,0.6462,0.9697,0.9697,0.6269,0.6571,0.6571
smc_227,64.79,65.0,1.0032,correct,0.3947,0.6053,0.6053,0.3947,0.6053,0.6053,0.3947,0.6053,0.6053,0.3947,0.6053,0.6053,0.3947,0.6053,0.6053,0.3947,0.6053,0.6053,0.5634,0.6053,0.6053,0.4935,0.5897,0.5897,0.5217,0.6053,0.6053,0.5205,0.6316,0.6316,0.5217,0.6053,0.6053,0.5205,0.6316,0.6316,0.4474,0.6053,0.6053
smc_229,75.0,76.0,1.0133,correct,0.8409,0.9545,0.9545,0.8409,0.9545,0.9545,0.8409,0.9545,0.9545,0.8409,0.9545,0.9545,0.8409,0.9545,0.9545,0.8409,0.9545,0.9545,0.9318,1.0,1.0,0.9318,1.0,1.0,0.9318,1.0,1.0,0.9318,1.0,1.0,0.9318,1.0,1.0,0.9318,1.0,1.0,0.8864,0.9773,0.9773
smc_232,149.91,70.0,0.467,half,0.4906,0.125,0.2857,0.4906,0.125,0.2857,0.4554,0.125,0.2162,0.4906,0.125,0.2857,0.4906,0.125,0.2857,0.6711,0.3176,0.3176,0.7611,0.5156,0.5156,0.6418,0.5,0.5,0.6418,0.5,0.5,0.5631,0.3281,0.3281,0.5631,0.3281,0.3281,0.4681,0.1818,0.1818,0.5192,0.2969,0.2969
smc_235,64.52,117.0,1.8135,double,0.3585,0.0,0.338,0.3585,0.0,0.338,0.3585,0.0,0.338,0.3585,0.0,0.338,0.3585,0.0,0.338,0.5676,0.6053,0.6053,0.5833,0.6111,0.6111,0.5067,0.6667,0.6667,0.5067,0.641,0.641,0.3226,0.0,0.1408,0.5067,0.6667,0.6667,0.5067,0.6667,0.6667,0.6133,0.6667,0.6667
smc_236,63.59,63.0,0.9907,correct,0.5455,0.6571,0.6571,0.5455,0.6571,0.6571,0.5455,0.6571,0.6571,0.5455,0.6571,0.6571,0.5455,0.6571,0.6571,0.5455,0.6571,0.6571,0.75,0.8485,0.8485,0.6667,0.6053,0.6053,0.7463,0.6667,0.6667,0.7463,0.6667,0.6667,0.7463,0.6667,0.6667,0.7463,0.6667,0.6667,0.6866,0.6389,0.6389
smc_237,64.59,74.0,1.1458,other,0.5185,0.5581,0.5581,0.5185,0.5581,0.5581,0.5185,0.5581,0.5581,0.5185,0.5581,0.5581,0.5185,0.5581,0.5581,0.5897,0.775,0.775,0.507,0.7368,0.7368,0.481,0.6585,0.6585,0.481,0.6585,0.6585,0.4304,0.5854,0.5854,0.481,0.6585,0.6585,0.4267,0.6842,0.6842,0.4878,0.5682,0.5682
smc_239,48.23,52.0,1.0781,correct,0.2857,0.0,0.5,0.1333,0.125,0.4375,0.1667,0.0938,0.4062,0.1333,0.125,0.4375,0.1333,0.125,0.4375,0.1017,0.1935,0.4839,0.4127,0.2571,0.2571,0.186,0.0,0.3448,0.2692,0.2857,0.2857,0.339,0.4839,0.4839,0.3158,0.4138,0.4138,0.3214,0.3571,0.3571,0.2716,0.0,0.4
smc_241,75.38,76.0,1.0083,correct,0.4419,0.7209,0.7209,0.4419,0.7209,0.7209,0.4419,0.7209,0.7209,0.4419,0.7209,0.7209,0.4419,0.7209,0.7209,0.4419,0.7209,0.7209,0.3409,0.6889,0.6889,0.3023,0.7674,0.7674,0.3256,0.8372,0.8372,0.3488,0.7907,0.7907,0.3023,0.7674,0.7674,0.3488,0.7907,0.7907,0.5116,0.7674,0.7674
smc_242,78.95,78.0,0.988,correct,0.6889,0.8667,0.8667,0.6889,0.8667,0.8667,0.6889,0.8667,0.8667,0.6889,0.8667,0.8667,0.6889,0.8667,0.8667,0.6889,0.8667,0.8667,0.7033,0.8696,0.8696,0.7556,0.9333,0.9333,0.7556,0.9333,0.9333,0.7556,0.9333,0.9333,0.7556,0.9333,0.9333,0.7556,0.9333,0.9333,0.7333,0.9111,0.9111
smc_243,51.19,48.0,0.9376,correct,0.481,0.0,0.5849,0.623,0.5294,0.5294,0.7719,0.8,0.8,0.623,0.5294,0.5294,0.623,0.5294,0.5294,0.7719,0.8,0.8,0.8148,0.8519,0.8519,0.4789,0.2045,0.3774,0.6429,0.7931,0.7931,0.6429,0.7241,0.7241,0.6429,0.7931,0.7931,0.6429,0.7931,0.7931,0.4359,0.0,0.4717
smc_244,109.69,56.0,0.5105,half,0.202,0.0,0.3333,0.2268,0.0,0.4706,0.2268,0.0,0.4706,0.2268,0.0,0.4706,0.2268,0.0,0.4706,0.4516,0.4444,0.4444,0.2553,0.0,0.4688,0.3125,0.0,0.4545,0.2316,0.0,0.4688,0.2105,0.0,0.4688,0.2316,0.0,0.4688,0.2969,0.3385,0.3385,0.2041,0.0,0.4857
smc_248,97.24,56.0,0.5759,other,0.495,0.4808,0.4808,0.495,0.4808,0.4808,0.3373,0.0385,0.2258,0.495,0.4808,0.4808,0.495,0.4808,0.4808,0.4952,0.566,0.566,0.3947,0.0769,0.4231,0.6078,0.5192,0.5192,0.3704,0.0,0.4483,0.3294,0.0,0.2424,0.3704,0.0,0.4483,0.5455,0.5345,0.5345,0.5185,0.5179,0.5179
smc_249,68.7,68.0,0.9899,correct,0.7532,0.6829,0.6829,0.7532,0.6829,0.6829,0.8649,0.8947,0.8947,0.7532,0.6829,0.6829,0.7532,0.6829,0.6829,0.8649,0.8947,0.8947,0.88,0.8718,0.8718,0.88,0.8718,0.8718,0.88,0.8718,0.8718,0.88,0.8718,0.8718,0.88,0.8718,0.8718,0.88,0.8718,0.8718,0.8267,0.8718,0.8718
smc_251,116.17,119.0,1.0244,correct,0.8939,0.8971,0.8971,0.8939,0.8971,0.8971,0.8939,0.8971,0.8971,0.8939,0.8971,0.8971,0.8939,0.8971,0.8971,0.8939,0.8971,0.8971,0.9023,0.8986,0.8986,0.9008,0.9552,0.9552,0.9008,0.9552,0.9552,0.9008,0.9552,0.9552,0.9008,0.9552,0.9552,0.9008,0.9552,0.9552,0.5102,0.0,0.8235
smc_252,92.74,91.0,0.9813,correct,0.963,1.0,1.0,0.963,1.0,1.0,0.963,1.0,1.0,0.963,1.0,1.0,0.963,1.0,1.0,0.963,1.0,1.0,0.9444,1.0,1.0,0.9444,1.0,1.0,0.9444,1.0,1.0,0.9444,1.0,1.0,0.9444,1.0,1.0,0.9444,1.0,1.0,0.6173,0.0,0.7778
smc_253,65.62,96.0,1.4629,other,0.5882,0.5,0.5,0.5882,0.5,0.5,0.2917,0.0351,0.0351,0.5882,0.5,0.5,0.5882,0.5,0.5,0.7013,0.8462,0.8462,0.641,0.6923,0.6923,0.5455,0.6923,0.6923,0.5455,0.6923,0.6923,0.3299,0.0172,0.039,0.5455,0.6923,0.6923,0.5455,0.6923,0.6923,0.7692,0.8718,0.8718
smc_254,99.34,74.0,0.7449,other,0.3838,0.2281,0.2281,0.3838,0.2281,0.2281,0.3838,0.2281,0.2281,0.3838,0.2281,0.2281,0.3838,0.2281,0.2281,0.3704,0.3158,0.3158,0.1687,0.0175,0.2857,0.367,0.3509,0.3509,0.2222,0.0,0.2857,0.3689,0.2632,0.2632,0.2222,0.0,0.2857,0.367,0.3509,0.3509,0.4314,0.2281,0.2281
smc_255,63.91,65.0,1.0171,correct,0.7297,0.8108,0.8108,0.7297,0.8108,0.8108,0.7297,0.8108,0.8108,0.7297,0.8108,0.8108,0.7297,0.8108,0.8108,0.7297,0.8108,0.8108,0.7945,0.6757,0.6757,0.8649,0.8919,0.8919,0.7838,0.7568,0.7568,0.8649,0.8919,0.8919,0.7568,0.8108,0.8108,0.8649,0.8919,0.8919,0.7467,0.7632,0.7632
smc_256,67.87,108.0,1.5912,other,0.28,0.0,0.1127,0.28,0.0,0.1127,0.3137,0.0,0.1408,0.28,0.0,0.1127,0.28,0.0,0.1127,0.4286,0.3333,0.3333,0.6316,0.0,0.7143,0.5526,0.6,0.6,0.5172,0.0278,0.5455,0.3542,0.0,0.0845,0.5526,0.6,0.6,0.5526,0.6,0.6,0.4598,0.2157,0.2157
smc_257,155.24,39.0,0.2512,other,0.5263,0.1029,0.5,0.5263,0.1029,0.5,0.2857,0.0,0.0882,0.5263,0.1029,0.5,0.5263,0.1029,0.5,0.4342,0.3214,0.3214,0.6218,0.1912,0.3725,0.4754,0.1618,0.4074,0.4314,0.0147,0.4118,0.3261,0.0,0.1176,0.4314,0.0147,0.3529,0.6941,0.4118,0.4118,0.5487,0.1029,0.5333
smc_258,88.89,68.0,0.765,other,0.3434,0.3462,0.3462,0.3434,0.3462,0.3462,0.1684,0.1346,0.1346,0.3434,0.3462,0.3462,0.3434,0.3462,0.3462,0.3434,0.3462,0.3462,0.3188,0.0698,0.0698,0.3186,0.2295,0.2295,0.2,0.0,0.3214,0.2174,0.0769,0.0784,0.2,0.0,0.3214,0.3119,0.3333,0.3333,0.396,0.4423,0.4423
smc_259,80.21,78.0,0.9724,correct,0.5479,0.4468,0.4468,0.5479,0.4468,0.4468,0.5479,0.4468,0.4468,0.5479,0.4468,0.4468,0.5479,0.4468,0.4468,0.5479,0.4468,0.4468,0.5588,0.5,0.5,0.5217,0.4884,0.4884,0.5217,0.4884,0.4884,0.5217,0.4884,0.4884,0.5217,0.4884,0.4884,0.5217,0.4884,0.4884,0.5352,0.4667,0.4667
smc_260,101.33,100.0,0.9869,correct,0.5932,0.4308,0.4308,0.5932,0.4308,0.4308,0.5739,0.4516,0.4516,0.5932,0.4308,0.4308,0.5932,0.4308,0.4308,0.5739,0.4516,0.4516,0.844,0.7321,0.7321,0.6415,0.6226,0.6226,0.6415,0.6226,0.6226,0.6422,0.5536,0.5536,0.6415,0.6226,0.6226,0.6972,0.5714,0.5714,0.6316,0.4918,0.4918
smc_261,70.59,76.0,1.0767,correct,0.5195,0.4878,0.4878,0.5195,0.4878,0.4878,0.4935,0.4878,0.4878,0.5195,0.4878,0.4878,0.5195,0.4878,0.4878,0.5195,0.4878,0.4878,0.4615,0.4762,0.4762,0.4146,0.3696,0.3696,0.3784,0.3158,0.3158,0.4146,0.3696,0.3696,0.3784,0.3158,0.3158,0.425,0.4318,0.4318,0.3846,0.3571,0.3571
smc_262,112.36,56.0,0.4984,half,0.7438,0.5238,0.5238,0.7438,0.5238,0.5238,0.5918,0.0159,0.4857,0.7438,0.5238,0.5238,0.7438,0.5238,0.5238,0.7538,0.6866,0.6866,0.6804,0.3651,0.3651,0.6195,0.3651,0.3651,0.4,0.0,0.0323,0.5684,0.0,0.9062,0.4,0.0,0.0323,0.7031,0.6615,0.6615,0.4646,0.0476,0.4444
smc_263,48.43,69.0,1.4248,other,0.4651,0.0,0.807,0.6897,0.8966,0.8966,0.2029,0.1,0.1,0.6897,0.8966,0.8966,0.6897,0.8966,0.8966,0.6897,0.8966,0.8966,0.7213,0.6875,0.6875,0.5349,0.0,0.8947,0.5349,0.0,0.8947,0.3333,0.0,0.0175,0.5349,0.0,0.8947,0.7368,0.931,0.931,0.4884,0.0,0.8947
